"LOCATION","Reporter country","FLOW","Flow","PARTNER","Partner country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","IMP","Imports","ISR","Israel","A","Annual","2013","2013","USD","US Dollar","0","Units",,,12351412,,
"LUX","Luxembourg","IMP","Imports","ISR","Israel","A","Annual","2014","2014","USD","US Dollar","0","Units",,,12572453,,
"LUX","Luxembourg","IMP","Imports","ISR","Israel","A","Annual","2015","2015","USD","US Dollar","0","Units",,,7347068,,
"LUX","Luxembourg","IMP","Imports","ISR","Israel","A","Annual","2017","2017","USD","US Dollar","0","Units",,,11711280,,
"LUX","Luxembourg","IMP","Imports","ISR","Israel","A","Annual","2018","2018","USD","US Dollar","0","Units",,,10898369,,
"LUX","Luxembourg","IMP","Imports","RUS","Russia","A","Annual","2010","2010","USD","US Dollar","0","Units",,,13892438,,
"LUX","Luxembourg","IMP","Imports","RUS","Russia","A","Annual","2011","2011","USD","US Dollar","0","Units",,,18151643,,
"LUX","Luxembourg","IMP","Imports","RUS","Russia","A","Annual","2012","2012","USD","US Dollar","0","Units",,,4824937,,
"LUX","Luxembourg","IMP","Imports","RUS","Russia","A","Annual","2013","2013","USD","US Dollar","0","Units",,,18251306,,
"LUX","Luxembourg","IMP","Imports","RUS","Russia","A","Annual","2014","2014","USD","US Dollar","0","Units",,,43262435,,
"LUX","Luxembourg","IMP","Imports","RUS","Russia","A","Annual","2015","2015","USD","US Dollar","0","Units",,,28439698,,
"LUX","Luxembourg","IMP","Imports","RUS","Russia","A","Annual","2017","2017","USD","US Dollar","0","Units",,,56753883,,
"LUX","Luxembourg","IMP","Imports","RUS","Russia","A","Annual","2018","2018","USD","US Dollar","0","Units",,,43097764,,
"LUX","Luxembourg","IMP","Imports","SAU","Saudi Arabia","A","Annual","2011","2011","USD","US Dollar","0","Units",,,4659859,,
"LUX","Luxembourg","IMP","Imports","SAU","Saudi Arabia","A","Annual","2012","2012","USD","US Dollar","0","Units",,,7596366,,
"LUX","Luxembourg","IMP","Imports","SAU","Saudi Arabia","A","Annual","2013","2013","USD","US Dollar","0","Units",,,6830821,,
"LUX","Luxembourg","IMP","Imports","SAU","Saudi Arabia","A","Annual","2014","2014","USD","US Dollar","0","Units",,,6032442,,
"LUX","Luxembourg","IMP","Imports","SAU","Saudi Arabia","A","Annual","2015","2015","USD","US Dollar","0","Units",,,5709357,,
"LUX","Luxembourg","IMP","Imports","SAU","Saudi Arabia","A","Annual","2017","2017","USD","US Dollar","0","Units",,,13094489,,
"LUX","Luxembourg","IMP","Imports","SAU","Saudi Arabia","A","Annual","2018","2018","USD","US Dollar","0","Units",,,26468848,,
"LUX","Luxembourg","IMP","Imports","SVN","Slovenia","A","Annual","2010","2010","USD","US Dollar","0","Units",,,31852796,,
"LUX","Luxembourg","IMP","Imports","SVN","Slovenia","A","Annual","2011","2011","USD","US Dollar","0","Units",,,21228797,,
"LUX","Luxembourg","IMP","Imports","SVN","Slovenia","A","Annual","2012","2012","USD","US Dollar","0","Units",,,18593306,,
"LUX","Luxembourg","IMP","Imports","SVN","Slovenia","A","Annual","2013","2013","USD","US Dollar","0","Units",,,19559244,,
"LUX","Luxembourg","IMP","Imports","SVN","Slovenia","A","Annual","2014","2014","USD","US Dollar","0","Units",,,20880151,,
"LUX","Luxembourg","IMP","Imports","SVN","Slovenia","A","Annual","2015","2015","USD","US Dollar","0","Units",,,20016158,,
"LUX","Luxembourg","IMP","Imports","SVN","Slovenia","A","Annual","2017","2017","USD","US Dollar","0","Units",,,25048656,,
"LUX","Luxembourg","IMP","Imports","SVN","Slovenia","A","Annual","2018","2018","USD","US Dollar","0","Units",,,25828920,,
"LUX","Luxembourg","IMP","Imports","ZAF","South Africa","A","Annual","2010","2010","USD","US Dollar","0","Units",,,1440834,,
"LUX","Luxembourg","IMP","Imports","ZAF","South Africa","A","Annual","2011","2011","USD","US Dollar","0","Units",,,2548952,,
"LUX","Luxembourg","IMP","Imports","ZAF","South Africa","A","Annual","2012","2012","USD","US Dollar","0","Units",,,2965872,,
"LUX","Luxembourg","IMP","Imports","ZAF","South Africa","A","Annual","2013","2013","USD","US Dollar","0","Units",,,21341783,,
"LUX","Luxembourg","IMP","Imports","ZAF","South Africa","A","Annual","2014","2014","USD","US Dollar","0","Units",,,19308664,,
"LUX","Luxembourg","IMP","Imports","ZAF","South Africa","A","Annual","2015","2015","USD","US Dollar","0","Units",,,18567239,,
"LUX","Luxembourg","IMP","Imports","ZAF","South Africa","A","Annual","2017","2017","USD","US Dollar","0","Units",,,17290800,,
"LUX","Luxembourg","IMP","Imports","ZAF","South Africa","A","Annual","2018","2018","USD","US Dollar","0","Units",,,25264077,,
"MEX","Mexico","IMP","Imports","AUS","Australia","A","Annual","2010","2010","USD","US Dollar","0","Units",,,770322654,,
"MEX","Mexico","IMP","Imports","AUS","Australia","A","Annual","2011","2011","USD","US Dollar","0","Units",,,984190298,,
"MEX","Mexico","IMP","Imports","AUS","Australia","A","Annual","2012","2012","USD","US Dollar","0","Units",,,934458079,,
"MEX","Mexico","IMP","Imports","AUS","Australia","A","Annual","2013","2013","USD","US Dollar","0","Units",,,518147444,,
"MEX","Mexico","IMP","Imports","AUS","Australia","A","Annual","2014","2014","USD","US Dollar","0","Units",,,553533695,,
"MEX","Mexico","IMP","Imports","AUS","Australia","A","Annual","2015","2015","USD","US Dollar","0","Units",,,598794775,,
"MEX","Mexico","IMP","Imports","AUS","Australia","A","Annual","2016","2016","USD","US Dollar","0","Units",,,527265334,,
"MEX","Mexico","IMP","Imports","AUS","Australia","A","Annual","2017","2017","USD","US Dollar","0","Units",,,344173810,,
"MEX","Mexico","IMP","Imports","AUS","Australia","A","Annual","2018","2018","USD","US Dollar","0","Units",,,329184288,,
"MEX","Mexico","IMP","Imports","AUT","Austria","A","Annual","2010","2010","USD","US Dollar","0","Units",,,612766569,,
"MEX","Mexico","IMP","Imports","AUT","Austria","A","Annual","2011","2011","USD","US Dollar","0","Units",,,750498084,,
"MEX","Mexico","IMP","Imports","AUT","Austria","A","Annual","2012","2012","USD","US Dollar","0","Units",,,875635086,,
"MEX","Mexico","IMP","Imports","AUT","Austria","A","Annual","2013","2013","USD","US Dollar","0","Units",,,931777906,,
"MEX","Mexico","IMP","Imports","AUT","Austria","A","Annual","2014","2014","USD","US Dollar","0","Units",,,1061621245,,
"MEX","Mexico","IMP","Imports","AUT","Austria","A","Annual","2015","2015","USD","US Dollar","0","Units",,,1106836393,,
"MEX","Mexico","IMP","Imports","AUT","Austria","A","Annual","2016","2016","USD","US Dollar","0","Units",,,1258564964,,
"MEX","Mexico","IMP","Imports","AUT","Austria","A","Annual","2017","2017","USD","US Dollar","0","Units",,,1546567503,,
"MEX","Mexico","IMP","Imports","AUT","Austria","A","Annual","2018","2018","USD","US Dollar","0","Units",,,1905504077,,
"MEX","Mexico","IMP","Imports","BEL","Belgium","A","Annual","2010","2010","USD","US Dollar","0","Units",,,780367266,,
"MEX","Mexico","IMP","Imports","BEL","Belgium","A","Annual","2011","2011","USD","US Dollar","0","Units",,,877673686,,
"MEX","Mexico","IMP","Imports","BEL","Belgium","A","Annual","2012","2012","USD","US Dollar","0","Units",,,984267445,,
"MEX","Mexico","IMP","Imports","BEL","Belgium","A","Annual","2013","2013","USD","US Dollar","0","Units",,,990565574,,
"MEX","Mexico","IMP","Imports","BEL","Belgium","A","Annual","2014","2014","USD","US Dollar","0","Units",,,941963221,,
"MEX","Mexico","IMP","Imports","BEL","Belgium","A","Annual","2015","2015","USD","US Dollar","0","Units",,,1073583636,,
"MEX","Mexico","IMP","Imports","BEL","Belgium","A","Annual","2016","2016","USD","US Dollar","0","Units",,,1089397115,,
"MEX","Mexico","IMP","Imports","BEL","Belgium","A","Annual","2017","2017","USD","US Dollar","0","Units",,,1182722202,,
"MEX","Mexico","IMP","Imports","BEL","Belgium","A","Annual","2018","2018","USD","US Dollar","0","Units",,,1210188084,,
"MEX","Mexico","IMP","Imports","CAN","Canada","A","Annual","2010","2010","USD","US Dollar","0","Units",,,8607441640,,
"MEX","Mexico","IMP","Imports","CAN","Canada","A","Annual","2011","2011","USD","US Dollar","0","Units",,,9645449380,,
"MEX","Mexico","IMP","Imports","CAN","Canada","A","Annual","2012","2012","USD","US Dollar","0","Units",,,9889849099,,
"MEX","Mexico","IMP","Imports","CAN","Canada","A","Annual","2013","2013","USD","US Dollar","0","Units",,,9847045073,,
"MEX","Mexico","IMP","Imports","CAN","Canada","A","Annual","2014","2014","USD","US Dollar","0","Units",,,10044921381,,
"MEX","Mexico","IMP","Imports","CAN","Canada","A","Annual","2015","2015","USD","US Dollar","0","Units",,,9947931758,,
"MEX","Mexico","IMP","Imports","CAN","Canada","A","Annual","2016","2016","USD","US Dollar","0","Units",,,9631525619,,
"MEX","Mexico","IMP","Imports","CAN","Canada","A","Annual","2017","2017","USD","US Dollar","0","Units",,,9787759520,,
"MEX","Mexico","IMP","Imports","CAN","Canada","A","Annual","2018","2018","USD","US Dollar","0","Units",,,10771632990,,
"MEX","Mexico","IMP","Imports","CZE","Czech Republic","A","Annual","2010","2010","USD","US Dollar","0","Units",,,432023483,,
"MEX","Mexico","IMP","Imports","CZE","Czech Republic","A","Annual","2011","2011","USD","US Dollar","0","Units",,,542016890,,
"MEX","Mexico","IMP","Imports","CZE","Czech Republic","A","Annual","2012","2012","USD","US Dollar","0","Units",,,668173922,,
"MEX","Mexico","IMP","Imports","CZE","Czech Republic","A","Annual","2013","2013","USD","US Dollar","0","Units",,,842457155,,
"MEX","Mexico","IMP","Imports","CZE","Czech Republic","A","Annual","2014","2014","USD","US Dollar","0","Units",,,1095113946,,
"MEX","Mexico","IMP","Imports","CZE","Czech Republic","A","Annual","2015","2015","USD","US Dollar","0","Units",,,1156490007,,
"MEX","Mexico","IMP","Imports","CZE","Czech Republic","A","Annual","2016","2016","USD","US Dollar","0","Units",,,1127670360,,
"MEX","Mexico","IMP","Imports","CZE","Czech Republic","A","Annual","2017","2017","USD","US Dollar","0","Units",,,1370430651,,
"MEX","Mexico","IMP","Imports","CZE","Czech Republic","A","Annual","2018","2018","USD","US Dollar","0","Units",,,1470195781,,
"MEX","Mexico","IMP","Imports","DNK","Denmark","A","Annual","2010","2010","USD","US Dollar","0","Units",,,528236794,,
"MEX","Mexico","IMP","Imports","DNK","Denmark","A","Annual","2011","2011","USD","US Dollar","0","Units",,,443202714,,
"MEX","Mexico","IMP","Imports","DNK","Denmark","A","Annual","2012","2012","USD","US Dollar","0","Units",,,465796570,,
"MEX","Mexico","IMP","Imports","DNK","Denmark","A","Annual","2013","2013","USD","US Dollar","0","Units",,,421353795,,
"MEX","Mexico","IMP","Imports","DNK","Denmark","A","Annual","2014","2014","USD","US Dollar","0","Units",,,543171180,,
"MEX","Mexico","IMP","Imports","DNK","Denmark","A","Annual","2015","2015","USD","US Dollar","0","Units",,,483383035,,
"MEX","Mexico","IMP","Imports","DNK","Denmark","A","Annual","2016","2016","USD","US Dollar","0","Units",,,664190249,,
"MEX","Mexico","IMP","Imports","DNK","Denmark","A","Annual","2017","2017","USD","US Dollar","0","Units",,,601559386,,
"MEX","Mexico","IMP","Imports","DNK","Denmark","A","Annual","2018","2018","USD","US Dollar","0","Units",,,727262070,,
"MEX","Mexico","IMP","Imports","FIN","Finland","A","Annual","2010","2010","USD","US Dollar","0","Units",,,373582675,,
"MEX","Mexico","IMP","Imports","FIN","Finland","A","Annual","2011","2011","USD","US Dollar","0","Units",,,404225240,,
"MEX","Mexico","IMP","Imports","FIN","Finland","A","Annual","2012","2012","USD","US Dollar","0","Units",,,423043621,,
"MEX","Mexico","IMP","Imports","FIN","Finland","A","Annual","2013","2013","USD","US Dollar","0","Units",,,593227965,,
"MEX","Mexico","IMP","Imports","FIN","Finland","A","Annual","2014","2014","USD","US Dollar","0","Units",,,680862061,,
"MEX","Mexico","IMP","Imports","FIN","Finland","A","Annual","2015","2015","USD","US Dollar","0","Units",,,500181882,,
"MEX","Mexico","IMP","Imports","FIN","Finland","A","Annual","2016","2016","USD","US Dollar","0","Units",,,451311988,,
"MEX","Mexico","IMP","Imports","FIN","Finland","A","Annual","2017","2017","USD","US Dollar","0","Units",,,532553071,,
"MEX","Mexico","IMP","Imports","FIN","Finland","A","Annual","2018","2018","USD","US Dollar","0","Units",,,613509121,,
"MEX","Mexico","IMP","Imports","FRA","France","A","Annual","2010","2010","USD","US Dollar","0","Units",,,3033219268,,
"MEX","Mexico","IMP","Imports","FRA","France","A","Annual","2011","2011","USD","US Dollar","0","Units",,,3364570502,,
"MEX","Mexico","IMP","Imports","FRA","France","A","Annual","2012","2012","USD","US Dollar","0","Units",,,3471933655,,
"MEX","Mexico","IMP","Imports","FRA","France","A","Annual","2013","2013","USD","US Dollar","0","Units",,,3690618342,,
"MEX","Mexico","IMP","Imports","FRA","France","A","Annual","2014","2014","USD","US Dollar","0","Units",,,3791300180,,
"MEX","Mexico","IMP","Imports","FRA","France","A","Annual","2015","2015","USD","US Dollar","0","Units",,,3731618556,,
"MEX","Mexico","IMP","Imports","FRA","France","A","Annual","2016","2016","USD","US Dollar","0","Units",,,3734697381,,
"MEX","Mexico","IMP","Imports","FRA","France","A","Annual","2017","2017","USD","US Dollar","0","Units",,,4072783921,,
"MEX","Mexico","IMP","Imports","FRA","France","A","Annual","2018","2018","USD","US Dollar","0","Units",,,4389791818,,
"MEX","Mexico","IMP","Imports","DEU","Germany","A","Annual","2010","2010","USD","US Dollar","0","Units",,,11076773079,,
"MEX","Mexico","IMP","Imports","DEU","Germany","A","Annual","2011","2011","USD","US Dollar","0","Units",,,12862664603,,
"MEX","Mexico","IMP","Imports","DEU","Germany","A","Annual","2012","2012","USD","US Dollar","0","Units",,,13507672298,,
"MEX","Mexico","IMP","Imports","DEU","Germany","A","Annual","2013","2013","USD","US Dollar","0","Units",,,13460987486,,
"MEX","Mexico","IMP","Imports","DEU","Germany","A","Annual","2014","2014","USD","US Dollar","0","Units",,,13762327199,,
"MEX","Mexico","IMP","Imports","DEU","Germany","A","Annual","2015","2015","USD","US Dollar","0","Units",,,13974715875,,
"MEX","Mexico","IMP","Imports","DEU","Germany","A","Annual","2016","2016","USD","US Dollar","0","Units",,,13877975512,,
"MEX","Mexico","IMP","Imports","DEU","Germany","A","Annual","2017","2017","USD","US Dollar","0","Units",,,16420972265,,
"MEX","Mexico","IMP","Imports","DEU","Germany","A","Annual","2018","2018","USD","US Dollar","0","Units",,,17761011020,,
"MEX","Mexico","IMP","Imports","GRC","Greece","A","Annual","2010","2010","USD","US Dollar","0","Units",,,110785151,,
"MEX","Mexico","IMP","Imports","GRC","Greece","A","Annual","2011","2011","USD","US Dollar","0","Units",,,129747393,,
"MEX","Mexico","IMP","Imports","GRC","Greece","A","Annual","2012","2012","USD","US Dollar","0","Units",,,128412267,,
"MEX","Mexico","IMP","Imports","GRC","Greece","A","Annual","2013","2013","USD","US Dollar","0","Units",,,163415467,,
"MEX","Mexico","IMP","Imports","GRC","Greece","A","Annual","2014","2014","USD","US Dollar","0","Units",,,201444125,,
"MEX","Mexico","IMP","Imports","GRC","Greece","A","Annual","2015","2015","USD","US Dollar","0","Units",,,224510830,,
"MEX","Mexico","IMP","Imports","GRC","Greece","A","Annual","2016","2016","USD","US Dollar","0","Units",,,214137812,,
"MEX","Mexico","IMP","Imports","GRC","Greece","A","Annual","2017","2017","USD","US Dollar","0","Units",,,191277181,,
"MEX","Mexico","IMP","Imports","GRC","Greece","A","Annual","2018","2018","USD","US Dollar","0","Units",,,192939407,,
"MEX","Mexico","IMP","Imports","HUN","Hungary","A","Annual","2010","2010","USD","US Dollar","0","Units",,,404803780,,
"MEX","Mexico","IMP","Imports","HUN","Hungary","A","Annual","2011","2011","USD","US Dollar","0","Units",,,415943676,,
"MEX","Mexico","IMP","Imports","HUN","Hungary","A","Annual","2012","2012","USD","US Dollar","0","Units",,,626586692,,
"MEX","Mexico","IMP","Imports","HUN","Hungary","A","Annual","2013","2013","USD","US Dollar","0","Units",,,795650199,,
"MEX","Mexico","IMP","Imports","HUN","Hungary","A","Annual","2014","2014","USD","US Dollar","0","Units",,,983601215,,
"MEX","Mexico","IMP","Imports","HUN","Hungary","A","Annual","2015","2015","USD","US Dollar","0","Units",,,971605077,,
"MEX","Mexico","IMP","Imports","HUN","Hungary","A","Annual","2016","2016","USD","US Dollar","0","Units",,,997321578,,
"MEX","Mexico","IMP","Imports","HUN","Hungary","A","Annual","2017","2017","USD","US Dollar","0","Units",,,1415558641,,
"MEX","Mexico","IMP","Imports","HUN","Hungary","A","Annual","2018","2018","USD","US Dollar","0","Units",,,1461619967,,
"MEX","Mexico","IMP","Imports","ISL","Iceland","A","Annual","2010","2010","USD","US Dollar","0","Units",,,2845547,,
"MEX","Mexico","IMP","Imports","ISL","Iceland","A","Annual","2011","2011","USD","US Dollar","0","Units",,,5266006,,
"MEX","Mexico","IMP","Imports","ISL","Iceland","A","Annual","2012","2012","USD","US Dollar","0","Units",,,3705927,,
"MEX","Mexico","IMP","Imports","ISL","Iceland","A","Annual","2013","2013","USD","US Dollar","0","Units",,,9376471,,
"MEX","Mexico","IMP","Imports","ISL","Iceland","A","Annual","2014","2014","USD","US Dollar","0","Units",,,9780955,,
"MEX","Mexico","IMP","Imports","ISL","Iceland","A","Annual","2015","2015","USD","US Dollar","0","Units",,,10458633,,
"MEX","Mexico","IMP","Imports","ISL","Iceland","A","Annual","2016","2016","USD","US Dollar","0","Units",,,7929019,,
"MEX","Mexico","IMP","Imports","ISL","Iceland","A","Annual","2017","2017","USD","US Dollar","0","Units",,,18558455,,
"MEX","Mexico","IMP","Imports","ISL","Iceland","A","Annual","2018","2018","USD","US Dollar","0","Units",,,19300879,,
"MEX","Mexico","IMP","Imports","IRL","Ireland","A","Annual","2010","2010","USD","US Dollar","0","Units",,,831871894,,
"MEX","Mexico","IMP","Imports","IRL","Ireland","A","Annual","2011","2011","USD","US Dollar","0","Units",,,923553729,,
"MEX","Mexico","IMP","Imports","IRL","Ireland","A","Annual","2012","2012","USD","US Dollar","0","Units",,,1010600498,,
"MEX","Mexico","IMP","Imports","IRL","Ireland","A","Annual","2013","2013","USD","US Dollar","0","Units",,,1053110651,,
"MEX","Mexico","IMP","Imports","IRL","Ireland","A","Annual","2014","2014","USD","US Dollar","0","Units",,,1584002692,,
"MEX","Mexico","IMP","Imports","IRL","Ireland","A","Annual","2015","2015","USD","US Dollar","0","Units",,,1525994682,,
"MEX","Mexico","IMP","Imports","IRL","Ireland","A","Annual","2016","2016","USD","US Dollar","0","Units",,,1581403106,,
"MEX","Mexico","IMP","Imports","IRL","Ireland","A","Annual","2017","2017","USD","US Dollar","0","Units",,,1680980667,,
"MEX","Mexico","IMP","Imports","IRL","Ireland","A","Annual","2018","2018","USD","US Dollar","0","Units",,,1769013633,,
"MEX","Mexico","IMP","Imports","ITA","Italy","A","Annual","2010","2010","USD","US Dollar","0","Units",,,3996919611,,
"MEX","Mexico","IMP","Imports","ITA","Italy","A","Annual","2011","2011","USD","US Dollar","0","Units",,,4982748820,,
"MEX","Mexico","IMP","Imports","ITA","Italy","A","Annual","2012","2012","USD","US Dollar","0","Units",,,5462439022,,
"MEX","Mexico","IMP","Imports","ITA","Italy","A","Annual","2013","2013","USD","US Dollar","0","Units",,,5620777976,,
"MEX","Mexico","IMP","Imports","ITA","Italy","A","Annual","2014","2014","USD","US Dollar","0","Units",,,5217244900,,
"MEX","Mexico","IMP","Imports","ITA","Italy","A","Annual","2015","2015","USD","US Dollar","0","Units",,,5061646994,,
"MEX","Mexico","IMP","Imports","ITA","Italy","A","Annual","2016","2016","USD","US Dollar","0","Units",,,5291294154,,
"MEX","Mexico","IMP","Imports","ITA","Italy","A","Annual","2017","2017","USD","US Dollar","0","Units",,,6161416070,,
"MEX","Mexico","IMP","Imports","ITA","Italy","A","Annual","2018","2018","USD","US Dollar","0","Units",,,6608948476,,
"MEX","Mexico","IMP","Imports","JPN","Japan","A","Annual","2010","2010","USD","US Dollar","0","Units",,,15014690580,,
"MEX","Mexico","IMP","Imports","JPN","Japan","A","Annual","2011","2011","USD","US Dollar","0","Units",,,16493498614,,
"MEX","Mexico","IMP","Imports","JPN","Japan","A","Annual","2012","2012","USD","US Dollar","0","Units",,,17655197894,,
"MEX","Mexico","IMP","Imports","JPN","Japan","A","Annual","2013","2013","USD","US Dollar","0","Units",,,17076115400,,
"MEX","Mexico","IMP","Imports","JPN","Japan","A","Annual","2014","2014","USD","US Dollar","0","Units",,,17544577199,,
"MEX","Mexico","IMP","Imports","JPN","Japan","A","Annual","2015","2015","USD","US Dollar","0","Units",,,17368173343,,
"MEX","Mexico","IMP","Imports","JPN","Japan","A","Annual","2016","2016","USD","US Dollar","0","Units",,,17751107391,,
"MEX","Mexico","IMP","Imports","JPN","Japan","A","Annual","2017","2017","USD","US Dollar","0","Units",,,18184834934,,
"MEX","Mexico","IMP","Imports","JPN","Japan","A","Annual","2018","2018","USD","US Dollar","0","Units",,,18193322718,,
"MEX","Mexico","IMP","Imports","KOR","Korea","A","Annual","2010","2010","USD","US Dollar","0","Units",,,12730677322,,
"MEX","Mexico","IMP","Imports","KOR","Korea","A","Annual","2011","2011","USD","US Dollar","0","Units",,,13663756004,,
"MEX","Mexico","IMP","Imports","KOR","Korea","A","Annual","2012","2012","USD","US Dollar","0","Units",,,13340966463,,
"MEX","Mexico","IMP","Imports","KOR","Korea","A","Annual","2013","2013","USD","US Dollar","0","Units",,,13492970835,,
"MEX","Mexico","IMP","Imports","KOR","Korea","A","Annual","2014","2014","USD","US Dollar","0","Units",,,13771521588,,
"MEX","Mexico","IMP","Imports","KOR","Korea","A","Annual","2015","2015","USD","US Dollar","0","Units",,,14618851023,,
"MEX","Mexico","IMP","Imports","KOR","Korea","A","Annual","2016","2016","USD","US Dollar","0","Units",,,13612210525,,
"MEX","Mexico","IMP","Imports","KOR","Korea","A","Annual","2017","2017","USD","US Dollar","0","Units",,,15756395473,,
"MEX","Mexico","IMP","Imports","KOR","Korea","A","Annual","2018","2018","USD","US Dollar","0","Units",,,16726998131,,
"MEX","Mexico","IMP","Imports","LUX","Luxembourg","A","Annual","2010","2010","USD","US Dollar","0","Units",,,82695023,,
"MEX","Mexico","IMP","Imports","LUX","Luxembourg","A","Annual","2011","2011","USD","US Dollar","0","Units",,,91074427,,
"MEX","Mexico","IMP","Imports","LUX","Luxembourg","A","Annual","2012","2012","USD","US Dollar","0","Units",,,97406486,,
"MEX","Mexico","IMP","Imports","LUX","Luxembourg","A","Annual","2013","2013","USD","US Dollar","0","Units",,,111823872,,
"MEX","Mexico","IMP","Imports","LUX","Luxembourg","A","Annual","2014","2014","USD","US Dollar","0","Units",,,116444698,,
"MEX","Mexico","IMP","Imports","LUX","Luxembourg","A","Annual","2015","2015","USD","US Dollar","0","Units",,,64707829,,
"MEX","Mexico","IMP","Imports","LUX","Luxembourg","A","Annual","2016","2016","USD","US Dollar","0","Units",,,66787718,,
"MEX","Mexico","IMP","Imports","LUX","Luxembourg","A","Annual","2017","2017","USD","US Dollar","0","Units",,,124038379,,
"MEX","Mexico","IMP","Imports","LUX","Luxembourg","A","Annual","2018","2018","USD","US Dollar","0","Units",,,165774844,,
"MEX","Mexico","IMP","Imports","NLD","Netherlands","A","Annual","2010","2010","USD","US Dollar","0","Units",,,2810777833,,
"MEX","Mexico","IMP","Imports","NLD","Netherlands","A","Annual","2011","2011","USD","US Dollar","0","Units",,,3061135683,,
"MEX","Mexico","IMP","Imports","NLD","Netherlands","A","Annual","2012","2012","USD","US Dollar","0","Units",,,3561583688,,
"MEX","Mexico","IMP","Imports","NLD","Netherlands","A","Annual","2013","2013","USD","US Dollar","0","Units",,,4202176581,,
"MEX","Mexico","IMP","Imports","NLD","Netherlands","A","Annual","2014","2014","USD","US Dollar","0","Units",,,3688029239,,
"MEX","Mexico","IMP","Imports","NLD","Netherlands","A","Annual","2015","2015","USD","US Dollar","0","Units",,,3252742568,,
"MEX","Mexico","IMP","Imports","NLD","Netherlands","A","Annual","2016","2016","USD","US Dollar","0","Units",,,2025217196,,
"MEX","Mexico","IMP","Imports","NLD","Netherlands","A","Annual","2017","2017","USD","US Dollar","0","Units",,,2391008982,,
"MEX","Mexico","IMP","Imports","NLD","Netherlands","A","Annual","2018","2018","USD","US Dollar","0","Units",,,2451689897,,
"MEX","Mexico","IMP","Imports","NZL","New Zealand","A","Annual","2010","2010","USD","US Dollar","0","Units",,,373765923,,
"MEX","Mexico","IMP","Imports","NZL","New Zealand","A","Annual","2011","2011","USD","US Dollar","0","Units",,,434740044,,
"MEX","Mexico","IMP","Imports","NZL","New Zealand","A","Annual","2012","2012","USD","US Dollar","0","Units",,,335042641,,
"MEX","Mexico","IMP","Imports","NZL","New Zealand","A","Annual","2013","2013","USD","US Dollar","0","Units",,,370700337,,
"MEX","Mexico","IMP","Imports","NZL","New Zealand","A","Annual","2014","2014","USD","US Dollar","0","Units",,,348535410,,
"MEX","Mexico","IMP","Imports","NZL","New Zealand","A","Annual","2015","2015","USD","US Dollar","0","Units",,,348513564,,
"MEX","Mexico","IMP","Imports","NZL","New Zealand","A","Annual","2016","2016","USD","US Dollar","0","Units",,,364162246,,
"MEX","Mexico","IMP","Imports","NZL","New Zealand","A","Annual","2017","2017","USD","US Dollar","0","Units",,,358269312,,
"MEX","Mexico","IMP","Imports","NZL","New Zealand","A","Annual","2018","2018","USD","US Dollar","0","Units",,,291695372,,
"MEX","Mexico","IMP","Imports","NOR","Norway","A","Annual","2010","2010","USD","US Dollar","0","Units",,,252532417,,
"MEX","Mexico","IMP","Imports","NOR","Norway","A","Annual","2011","2011","USD","US Dollar","0","Units",,,142646074,,
"MEX","Mexico","IMP","Imports","NOR","Norway","A","Annual","2012","2012","USD","US Dollar","0","Units",,,166066924,,
"MEX","Mexico","IMP","Imports","NOR","Norway","A","Annual","2013","2013","USD","US Dollar","0","Units",,,197146358,,
"MEX","Mexico","IMP","Imports","NOR","Norway","A","Annual","2014","2014","USD","US Dollar","0","Units",,,154445011,,
"MEX","Mexico","IMP","Imports","NOR","Norway","A","Annual","2015","2015","USD","US Dollar","0","Units",,,189381972,,
"MEX","Mexico","IMP","Imports","NOR","Norway","A","Annual","2016","2016","USD","US Dollar","0","Units",,,174737070,,
"MEX","Mexico","IMP","Imports","NOR","Norway","A","Annual","2017","2017","USD","US Dollar","0","Units",,,177838071,,
"MEX","Mexico","IMP","Imports","NOR","Norway","A","Annual","2018","2018","USD","US Dollar","0","Units",,,181879265,,
"MEX","Mexico","IMP","Imports","POL","Poland","A","Annual","2010","2010","USD","US Dollar","0","Units",,,338053283,,
"MEX","Mexico","IMP","Imports","POL","Poland","A","Annual","2011","2011","USD","US Dollar","0","Units",,,528879408,,
"MEX","Mexico","IMP","Imports","POL","Poland","A","Annual","2012","2012","USD","US Dollar","0","Units",,,677480360,,
"MEX","Mexico","IMP","Imports","POL","Poland","A","Annual","2013","2013","USD","US Dollar","0","Units",,,761466606,,
"MEX","Mexico","IMP","Imports","POL","Poland","A","Annual","2014","2014","USD","US Dollar","0","Units",,,891902204,,
"MEX","Mexico","IMP","Imports","POL","Poland","A","Annual","2015","2015","USD","US Dollar","0","Units",,,1130176748,,
"MEX","Mexico","IMP","Imports","POL","Poland","A","Annual","2016","2016","USD","US Dollar","0","Units",,,792179484,,
"MEX","Mexico","IMP","Imports","POL","Poland","A","Annual","2017","2017","USD","US Dollar","0","Units",,,852945624,,
"MEX","Mexico","IMP","Imports","POL","Poland","A","Annual","2018","2018","USD","US Dollar","0","Units",,,1055018598,,
